,phrase,target
885,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia",neutral
886,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",neutral
887,This release is not an offer of securities for sale into the United States or elsewhere,neutral
888,Pertti Ervi is independent from the Company and its major shareholders,neutral
889,"Following the move , Stora Enso holding in NewPage will remain unchanged",neutral
890,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught",neutral
891,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners",neutral
892,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways",neutral
893,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocatio,neutral
894,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia",neutral
895,Lemmink+ï¿½inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s,neutral
896,"The contract includes software licences , application maintenance and training",neutral
897,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai",neutral
898,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver",neutral
899,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January,neutral
900,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume,neutral
901,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap",neutral
902,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand,neutral
903,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009",neutral
904,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company",neutral
905,The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood,neutral
906,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-ï¿½801-ï¿½6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401",neutral
907,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010",neutral
908,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden",neutral
909,Yvonne Jones is owner of Chameleon Interiors,neutral
910,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla",neutral
911,Affecto has participated in the program for the development of the Norwegian pension system since 2007,neutral
912,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement",neutral
913,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece",neutral
914,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest",neutral
915,N-Viro operates processing facilities independently as well as in partnership with municipalities,neutral
916,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",neutral
917,The deal will have no significant effect on the acquiring company 's equity ratio,neutral
918,"no compensation for its news , opinions or distributions",neutral
919,"The money will be spread mainly over 2011 and 2012 , the company said",neutral
920,Two other sites will be included later on,neutral
921,The order was worth EUR 8mn,neutral
922,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings",neutral
923,"The Company serves approximately 3,000 customers in over 100 countries",neutral
924,The purchase price was not disclosed,neutral
925,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders",neutral
926,The combined value of the orders is almost EUR 3mn,neutral
927,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products",neutral
928,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",neutral
929,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations,neutral
930,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com,neutral
931,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9,neutral
932,The writing and publication of Lemmink+ï¿½inen -ï¿½ s history is a continuation of earlier collaboration between Antti Tuuri and the company,neutral
933,Also the development of online businesses will continue,neutral
934,The contract value amounts to EUR 2.4 million,neutral
935,The sales price was not disclosed,neutral
936,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,neutral
937,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress,neutral
938,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority",neutral
939,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007",neutral
940,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October",neutral
941,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007",neutral
942,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn",neutral
943,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said",neutral
944,No planned closing date was provided,neutral
945,Rental of building equipment accounted for 88 percent of the operating income,neutral
946,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey",neutral
947,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan",neutral
948,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million",neutral
949,Decisions are to be made as quickly as possible,neutral
950,The first group of customers to be trained will be paint-shop owners and their assistants,neutral
951,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011,neutral
952,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner",neutral
953,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities",neutral
954,The agreement includes application maintenance and support services,neutral
955,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News,neutral
956,The report will be emailed within 2 business days of an order,neutral
957,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles,neutral
958,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m",neutral
959,"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process",neutral
960,About Dopplr Dopplr is a service for smart travellers,neutral
961,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,neutral
962,The idea of saving electricity in data transfer is still a new one,neutral
963,"In his current position , Manty has worked since 1996",neutral
964,`` They want my credit card info and my personal details,neutral
965,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries",neutral
966,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let",neutral
967,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year",neutral
968,The value of the orders is over EUR 10mn,neutral
969,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007",neutral
970,"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",neutral
971,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 %",neutral
972,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India",neutral
973,The order is included in Metso 's fourth quarter 2007 order backlog,neutral
974,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth",neutral
975,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8,neutral
976,The turbines are expected to be launched by the end of 2012,neutral
977,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights",neutral
978,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta",neutral
979,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region",neutral
980,The value of the order is EUR 2.5 mn,neutral
981,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million,neutral
982,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/200",neutral
983,Negotiations with representatives of the personnel regarding the restructuring process have now been ended,neutral
984,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx",neutral
985,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology,neutral
986,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said",neutral
987,All depends on financing,neutral
988,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ï¿½rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy",neutral
989,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company",neutral
990,Work on the assignment has already started and is due for completion in spring 2011,neutral
991,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says",neutral
992,The transaction value is CAD 15 million approximately EUR 10 million,neutral
993,The expanded plant is scheduled to be operational by the middle of October 2009,neutral
994,The solid fuel is heated before sludge is mixed therein . ',neutral
995,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing,neutral
996,Its 168 asset management experts manage assets worth over EUR 35 billion,neutral
997,The estimated value of the deal is USD 9.2 million,neutral
998,The phones are targeted at first time users in growth markets,neutral
999,`` Serving customers locally is one of the cornerstones of customer focus for us,neutral
1000,The issuer is solely responsible for the content of this announcement,neutral
1001,"Currently Glaston employs approximately 1,500 persons",neutral
1002,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction",neutral
1003,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,neutral
1004,The company then said it will focus its resources on clinical research,neutral
1005,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications",neutral
1006,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares",neutral
1007,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team",neutral
1008,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect",neutral
1009,The business area 's net sales were slightly over 2m in 2006,neutral
1010,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations,neutral
1011,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China,neutral
1012,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings",neutral
1013,The project also implies an underground parking lot for 56 vehicles,neutral
1014,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations",neutral
1015,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations,neutral
1016,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index,neutral
1017,Panostaja did not disclose the purchase price,neutral
1018,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting",neutral
1019,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share",neutral
1020,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",neutral
1021,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow",neutral
1022,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles",neutral
1023,"BasWare is headquartered in Espoo , Finland",neutral
1024,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills",neutral
1025,The value of the orders is about EUR 70mn,neutral
1026,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September",neutral
1027,The contract is for next year,neutral
1028,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments",neutral
1029,It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007,neutral
1030,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore,neutral
1031,"With this , the company will exit the contract manufacturing service segment",neutral
1032,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012",neutral
1033,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland",neutral
1034,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,neutral
1035,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities,neutral
1036,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection",neutral
1037,The transaction is expected to be completed next spring,neutral
1038,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal",neutral
1039,Castecka said the town hall would hold talks with other investors interested in the zone,neutral
1040,"The reductions will be implemented immediately , beginning in October 2009",neutral
1041,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros",neutral
1042,The value of this kind of order amounts usually between Euro 2 and 3 million,neutral
1043,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari,neutral
1044,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15,neutral
1045,The contract includes heating plant equipment and associated installation work,neutral
1046,"By the end of 2006 , the number of joint branch offices will total 170",neutral
1047,The value of the contract is in total USD12m,neutral
1048,"We know that it exists , '' Artemyev said",neutral
1049,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",neutral
1050,The platform would continue to be the development framework for Symbian and MeeGo,neutral
1051,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets",neutral
1052,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX.",neutral
1053,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg,neutral
1054,The Company turnover amounted to MEUR 27.9 in 2007,neutral
1055,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees",neutral
1056,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",neutral
1057,"You need to be ready when the window opens up , Rosberg said",neutral
1058,"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",neutral
1059,The purchase sum is about EUR 10mn US$ 12.97 mn,neutral
1060,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates",neutral
1061,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation",neutral
1062,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",neutral
1063,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000",neutral
1064,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors",neutral
1065,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters",neutral
1066,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector",neutral
1067,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces",neutral
1068,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over",neutral
1069,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005,neutral
1070,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million",neutral
1071,"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings",neutral
1072,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights",neutral
1073,Russia 's Video International Group holds a controlling stake in Russian Media Ventures,neutral
1074,The parties have therefore agreed to leave Avena out of the deal,neutral
1075,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",neutral
1076,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ',neutral
1077,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions",neutral
1078,"Jeder Beta-Tester erh+ï¿½lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+ï¿½glichkeit , die finale Version zu beeinflussen",neutral
1079,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience",neutral
1080,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",neutral
1081,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units",neutral
1082,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas,neutral
1083,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report",neutral
1084,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws,neutral
1085,Each share is entitled to one vote,neutral
1086,The original patent was filed in Finland under application No.,neutral
1087,Most of the dividend will go to the Grimaldi family,neutral
1088,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week",neutral
1089,"As part of the transaction , the +ï¿½+ï¿½nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract",neutral
1090,The company has 120 employees and annual sales of approximately EUR16m,neutral
1091,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants",neutral
1092,"Also , a six-year historic analysis is provided for this market",neutral
1093,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway",neutral
1094,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland",neutral
1095,The value of the orders is about EUR 25mn,neutral
1096,Completion of the transaction is subject to a final agreement and a Due Diligence process,neutral
1097,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010",neutral
1098,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium",neutral
1099,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012,neutral
1100,`` Directors and shareholders alike should ask why these practices were allowed to continue . ',neutral
1101,The price will be specified at the completion date,neutral
1102,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland",neutral
1103,"The gross area of eight houses will be 12,167 m2",neutral
1104,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET )",neutral
1105,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people",neutral
1106,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,neutral
1107,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006",neutral
1108,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",neutral
1109,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co.,neutral
1110,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",neutral
1111,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks,neutral
1112,The negotiations will concern the plant 's department producing winded roving that employs 10 people,neutral
1113,"SSH Communications Security Corporation is headquartered in Helsinki , Finland",neutral
1114,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present,neutral
1115,The shops are located in the capital region and the Paijat-Hame region,neutral
1116,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26,neutral
1117,The value of the deal has not been disclosed,neutral
1118,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix",neutral
1119,It is expected to be online by 2011,neutral
1120,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn",neutral
1121,"The sale will be finalized in September or October , the company said",neutral
1122,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,neutral
1123,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level",neutral
1124,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform",neutral
1125,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,neutral
1126,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services",neutral
1127,The sellers were EOSS Innovationsmanagement and a group of private individuals,neutral
1128,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein",neutral
1129,He will report to CapMan Plc 's CEO Heikki Westerlund,neutral
1130,The original contract was signed last summer,neutral
1131,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release,neutral
1132,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed,neutral
1133,No financial details of the deployment were disclosed,neutral
1134,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008",neutral
1135,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process,neutral
1136,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007",neutral
1137,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day",neutral
1138,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation",neutral
1139,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc.,neutral
1140,He wore a black beanie-type cap and a black jacket,neutral
1141,"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . '",neutral
1142,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance",neutral
1143,"Our customers include companies in the energy and process industry sectors , in particular",neutral
1144,The divested stake represented about 2.7 m shares in Okmetic 's capital,neutral
1145,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia",neutral
1146,The deal means that ten persons in three countries will transfer to Tieto,neutral
1147,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases",neutral
1148,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral
1149,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result,neutral
1150,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added",neutral
1151,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform,neutral
1152,The company is listed on the Nordic Exchange in Helsinki,neutral
1153,"The total donation amount is EUR 1,115,000",neutral
1154,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail",neutral
1155,"The value of the order is EUR 700,000",neutral
1156,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson",neutral
1157,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,neutral
1158,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations",neutral
1159,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona )",neutral
1160,It was decided that the auditors are reimbursed according to invoice,neutral
1161,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent",neutral
1162,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation",neutral
1163,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group",neutral
1164,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com",neutral
1165,"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system",neutral
1166,"The store is located in Poznan in a shopping center named Pestka , the company added",neutral
1167,The output of the contracts totals 72 MWe,neutral
1168,It has80 branches in Finland with annual revenue in Finland of,neutral
1169,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam",neutral
1170,No other ev3 devices were involved in this action,neutral
1171,Rubin says he expects Capman to announce 1-2 additional transactions in 2009,neutral
1172,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell",neutral
1173,The acquisition price was not disclosed,neutral
1174,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005,neutral
1175,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks",neutral
1176,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis",neutral
1177,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services,neutral
1178,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros",neutral
1179,Bluewin Security is available as a monthly subscription,neutral
